"time","prey","pred","experiment"
0.0,50.0,50.0,"exp4"
0.01,49.35619298527801,50.322006129507656,"exp4"
0.04556027585066629,47.088915761026286,51.41725143668945,"exp4"
0.09716149080939554,43.875647538707625,52.861517437504936,"exp4"
0.1614325829223267,40.034844366467496,54.40734934025873,"exp4"
0.24089318605490184,35.586245888387616,55.91737416873816,"exp4"
0.33380081904444103,30.86200172979462,57.12239611795978,"exp4"
0.4413162169603128,26.073045679486626,57.802997374807774,"exp4"
0.5642784807541814,21.46868093743683,57.748943944683795,"exp4"
0.7070025471247762,17.180185271642923,56.775642376136794,"exp4"
0.8820270181892893,13.205880283929634,54.60414623864491,"exp4"
1.0644655160574894,10.216940742184194,51.60808356222982,"exp4"
1.2481847676662157,8.065489156140654,48.19015842181136,"exp4"
1.4413049433925356,6.454480561063372,44.438677298577694,"exp4"
1.6423270982099263,5.266199942892028,40.55972663993314,"exp4"
1.8529937854170435,4.386250382450996,36.658975085359295,"exp4"
2.075130254284587,3.7343713423569946,32.812738369743364,"exp4"
2.3112064666543164,3.2536539522468035,29.069908947362634,"exp4"
2.5639536784388626,2.905561641087141,25.46841552363682,"exp4"
2.836702071413766,2.664570463816559,22.036811483233105,"exp4"
3.1333454506131497,2.515567167042316,18.800341428181913,"exp4"
3.4584899579113615,2.4524113155195333,15.782771183560895,"exp4"
3.8173684982228773,2.4780696627187506,13.009036064255787,"exp4"
4.216142064923823,2.6065095016613835,10.502841362253294,"exp4"
4.661119156125842,2.8669544909451026,8.289554009237744,"exp4"
5.152248453136587,3.3052097604329624,6.411224790569895,"exp4"
5.670043972081543,3.9652907351700715,4.924403685624567,"exp4"
6.21505877163993,4.931865132472116,3.771473418123871,"exp4"
6.781493246188988,6.318293568964329,2.905917700326316,"exp4"
7.3688625887887165,8.302133239682439,2.272542003792771,"exp4"
7.973791493746908,11.130623673350287,1.8289293553219168,"exp4"
8.590048891031165,15.129050059299221,1.5443369545341377,"exp4"
9.199731600575017,20.594619843810968,1.4033416495263709,"exp4"
9.772859970248389,27.56305665812623,1.4015836502894303,"exp4"
10.288263304807444,35.7761439776095,1.5438174298942737,"exp4"
10.749468977045277,45.00800550222547,1.8616548492307134,"exp4"
11.113548677725888,53.66275289180577,2.342373641483522,"exp4"
11.46430321737198,63.049902291771,3.163806625652582,"exp4"
11.773579339538815,71.83325050040614,4.426159777129101,"exp4"
12.06380850455261,79.79430753552434,6.449027947368183,"exp4"
12.33729071035038,85.84239062926773,9.653251400341198,"exp4"
12.611016087342199,88.54692712548017,14.913461475307521,"exp4"
12.856930141522703,86.04858841631281,22.070401844851517,"exp4"
13.065542798197882,79.17616916860078,30.019956338078888,"exp4"
13.27256028607444,68.30020183067928,38.89045382409272,"exp4"
13.486974856061622,54.60343390468298,47.56210952183001,"exp4"
13.728210696938506,39.50696771777003,54.60524589755485,"exp4"
13.918934804362053,29.568898213831442,57.36865847847831,"exp4"
14.122548217768275,21.448434929332734,57.74843273112527,"exp4"
14.328522660057196,15.583064811924224,56.08924561732557,"exp4"
14.579278105529106,10.832262599099465,52.35946474950504,"exp4"
14.795606278461833,8.167945639969009,48.38721699720858,"exp4"
15.02417422585283,6.282279227429925,43.948272965381484,"exp4"
15.250588943368069,5.026179585191357,39.60435812157205,"exp4"
15.485272332828437,4.140994994737411,35.334290419149006,"exp4"
15.72813291251556,3.518455570084506,31.257746693083117,"exp4"
15.984483672922996,3.076736484355551,27.371265566609456,"exp4"
16.257074173717204,2.7713314277614707,23.707390699679067,"exp4"
16.550569533954963,2.5737047971150826,20.271777473025825,"exp4"
16.869376335080815,2.4696837459976937,17.08121275893646,"exp4"
17.2189652195605,2.455833341240981,14.149562424134377,"exp4"
17.604951673631827,2.539945502837857,11.497399553080596,"exp4"
18.035027270760196,2.744364965472767,9.137501131643958,"exp4"
18.51158806698589,3.1080546498062827,7.107672103645014,"exp4"
19.0229199052885,3.677397976963106,5.460523816562775,"exp4"
19.559594594668614,4.516258813145784,4.17958538357388,"exp4"
20.119936660634117,5.728487013688935,3.2069535757754464,"exp4"
20.700829584762225,7.4631956406791184,2.489065452015703,"exp4"
21.300699713752348,9.941402265464669,1.9768252902032741,"exp4"
21.914848476218328,13.462301381277568,1.6342818170631284,"exp4"
22.530836489500615,18.357919092342755,1.4399525973466076,"exp4"
23.121782006939974,24.787254806542958,1.3859437066383538,"exp4"
23.6604153686578,32.580932822186014,1.472797381876782,"exp4"
24.142280037969073,41.48860750702136,1.7198307784020626,"exp4"
24.525697206569873,50.05901425055064,2.1167258894864314,"exp4"
24.892859770622234,59.49207067433931,2.8052996778412265,"exp4"
25.215333831306772,68.52375336117798,3.8718196947076615,"exp4"
25.514960082456085,76.97181028351173,5.579454912571191,"exp4"
25.79488993962041,83.89798280072993,8.28919681125462,"exp4"
26.06655795016327,88.08378691141887,12.653384486476106,"exp4"
26.32902083123471,87.56549643839661,19.292957450465963,"exp4"
26.548057756406006,82.17130668160398,26.98518764376078,"exp4"
26.75800151554918,72.47381346739573,35.763470200395986,"exp4"
26.967983106242247,59.62010239372852,44.63676111636491,"exp4"
27.21536042377788,43.7006255658711,52.93806152619108,"exp4"
27.41082540181548,32.74514275395308,56.69926348765638,"exp4"
27.613874050253965,23.818512627879926,57.88137543329482,"exp4"
27.815407149842375,17.365185010153162,56.84307768749278,"exp4"
28.046079028206307,12.307768702711318,53.861803501310916,"exp4"
28.27587398367636,9.002937239103847,49.85324327963684,"exp4"
28.496876416484465,6.895828567075343,45.604868114796695,"exp4"
28.723888155428398,5.438673504476942,41.204005455478985,"exp4"
28.954186116971545,4.436439657729567,36.91430485262213,"exp4"
29.193367309680045,3.7274566323257465,32.76503678142978,"exp4"
29.443778763215374,3.2252504808343643,28.811472695274105,"exp4"
29.709564386088665,2.872863478069649,25.065128474095864,"exp4"
29.994372700795243,2.6370085441032725,21.544835977544977,"exp4"
30.302828356841648,2.498571721050483,18.26156004770008,"exp4"
30.63991080687516,2.4502356745616685,15.231050298932285,"exp4"
31.011278254962757,2.4954333345128705,12.470971441597927,"exp4"
31.423759220663538,2.650394315256076,9.997756182003553,"exp4"
31.882671110973334,2.9477923040155316,7.838184856759293,"exp4"
32.384311513099235,3.4349422204441464,6.036771633916054,"exp4"
32.91061917594962,4.1603336250855145,4.626499180703359,"exp4"
33.46305921477906,5.217754991069205,3.5420887608868843,"exp4"
34.03605348584542,6.732126980166713,2.73447976966105,"exp4"
34.62927272957987,8.898543749145809,2.1491151173791594,"exp4"
35.238807905544434,11.984577830236308,1.7457318898803482,"exp4"
35.85652123605413,16.325791951525456,1.496806419914939,"exp4"
36.460776318069854,22.17782879912951,1.3900336311398338,"exp4"
37.02132113734756,29.49049052039439,1.422849445918478,"exp4"
37.52377022080906,37.999630528224046,1.604755159753697,"exp4"
37.971269158589045,47.41339983407813,1.9750195487173081,"exp4"
38.32376322345654,56.110258933674764,2.520421292913699,"exp4"
38.66438100678619,65.43298045272134,3.445367071136133,"exp4"
38.96584075480275,74.0111860294306,4.862826502444086,"exp4"
39.25083722550613,81.58088482221484,7.138756511605479,"exp4"
39.52136272624337,86.92900165242386,10.745779454200028,"exp4"
39.800455545399,88.37582588420126,16.805723601741736,"exp4"
40.05383677470659,83.90112255676046,24.994505114609417,"exp4"
40.27176503595051,74.82910234889594,33.86543151968958,"exp4"
40.490855582367736,61.87363874238486,43.23164188443684,"exp4"
40.73221845850242,46.23028074820474,51.81732281299596,"exp4"
40.94147433221008,34.12938646543806,56.338777843283836,"exp4"
41.144566212220845,24.85736108276844,57.868290091957384,"exp4"
41.34913908466655,18.02092119666986,57.058217454409125,"exp4"
41.575922821957725,12.811594236732818,54.29254049066376,"exp4"
41.814029129544835,9.23297429692596,50.216779087007104,"exp4"
42.034042327709216,7.058366614858314,46.004845928834115,"exp4"
42.26331015150899,5.536054079542499,41.55375283721694,"exp4"
42.4936260926446,4.502709454274077,37.24462678425182,"exp4"
42.73322843072108,3.771466493317562,33.06204775662326,"exp4"
42.98324531354567,3.255464324485259,29.08520358010427,"exp4"
43.248511591173155,2.8929967627034614,25.314331204089793,"exp4"
43.53232174863646,2.6496341354626214,21.773086898745696,"exp4"
43.83948137423774,2.504890877676476,18.469180740630467,"exp4"
44.17484010559077,2.450656422857306,15.418946580930196,"exp4"
44.54410705811396,2.4895471972109924,12.638784874894316,"exp4"
44.95393995983077,2.636801533859835,10.145673384009651,"exp4"
45.41009637128033,2.9240448132089134,7.964101345085288,"exp4"
45.91020958831701,3.3986154086383897,6.136340837271076,"exp4"
46.434941151302525,4.1069501719448205,4.7038121617756445,"exp4"
46.98618027218994,5.1412085220698085,3.6001765228263523,"exp4"
47.55797332424605,6.622806032014182,2.7771751173138117,"exp4"
48.150154910024156,8.742837349108488,2.17935273541936,"exp4"
48.75889336985572,11.763683092965943,1.7657562545882843,"exp4"
49.37662647299848,16.01938929726476,1.5078666281277873,"exp4"
49.98262780880566,21.77755248057354,1.39256785142399,"exp4"
50.546547660142416,29.0089454552243,1.4168187681887583,"exp4"
51.05229539645095,37.44888422143629,1.5888049473101789,"exp4"
51.50323155847586,46.82290231536721,1.9459138124095117,"exp4"
51.85848515119875,55.51132405264461,2.474869055036021,"exp4"
52.201551727772944,64.85349440296348,3.373520729328857,"exp4"
52.50486204898381,73.48543288599313,4.751393400730768,"exp4"
52.791069267979,81.15616124501331,6.962511365908666,"exp4"
53.06221552209838,86.68394261254001,10.465854726777904,"exp4"
53.33960517857223,88.46147173673047,16.312064758795884,"exp4"
53.59917066960024,84.27032280529555,24.535648703480096,"exp4"
53.81667802940811,75.48352296027856,33.31737244752125,"exp4"
54.03637430245543,62.65296426196543,42.73190200020747,"exp4"
54.27437917354869,47.20752410892606,51.36259294412084,"exp4"
54.487142056321524,34.7582773199071,56.162246378474336,"exp4"
54.68925160142097,25.37286395775412,57.84713047022096,"exp4"
54.89376231936206,18.38986626563269,57.16596896025405,"exp4"
55.11784820391382,13.108141094818327,54.52886104640068,"exp4"
55.35977011109098,9.377589770972314,50.43716014552335,"exp4"
55.578573829032216,7.165606413905596,46.260612045566894,"exp4"
55.80849308848647,5.6044176768645615,41.79340222342918,"exp4"
56.03832023371714,4.551076235393546,37.480556598823846,"exp4"
56.27766307568023,3.8049803134323414,33.2838295927377,"exp4"
56.52698655001869,3.2791781097238006,29.295891075787722,"exp4"
56.7914662250425,2.909273941405873,25.511544452636016,"exp4"
57.07419222175596,2.6601191612923603,21.957405173792402,"exp4"
57.38004401460009,2.5103565513151715,18.639712105499306,"exp4"
57.71378442810972,2.451308987735085,15.57526842539309,"exp4"
58.08113382182557,2.4849773391114724,12.779880315373369,"exp4"
58.488607512765064,2.6258090085638126,10.271113487414233,"exp4"
58.94230206759653,2.9045473556092274,8.071727347204904,"exp4"
59.440978270121654,3.3685050641972207,6.222018770063113,"exp4"
59.964278299528516,4.062487697589306,4.770642314629333,"exp4"
60.51441273103099,5.077235431013302,3.650585616790331,"exp4"
61.08512032497307,6.5312521029770405,2.814354508989112,"exp4"
61.67635971756749,8.612217692422716,2.2057915698348847,"exp4"
62.284357436829396,11.57805220459017,1.783385204885779,"exp4"
62.90201714555047,15.761099087642545,1.5177821766804414,"exp4"
63.50939432312165,21.438353816126135,1.3951619706593628,"exp4"
64.0761437102053,28.598812478718298,1.4120745959506817,"exp4"
64.58470188001469,36.97790452004673,1.5756369939654453,"exp4"
65.03859527709025,46.316031394586666,1.9216319649699352,"exp4"
65.39626655178948,54.99634884183637,2.436791405636254,"exp4"
65.74146928183413,64.35368644234019,3.313407339647241,"exp4"
66.04640873957179,73.03008420315032,4.658197183569506,"exp4"
